Dataset of plasma-derived EV proteomics using the MagNet protocol - 4380 identified proteins over 117 (healthy subjects) samples of a yet unpublished randomized crossover study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HR01_S1-A1_1_7553;HR01_S1-A2_1_7610;HR01_S1-A3_1_7644;HR01_S1-A4_1_7605;HR01_S1-A5_1_7635;HR01_S1-A6_1_7541;HR02_S1-A7_1_7559;HR02_S1-A8_1_7623;HR02_S1-A9_1_7539;HR02_S1-A10_1_7531;HR02_S1-A11_1_7593;HR02_S1-A12_1_7650;HR03_S1-B1_1_7620;HR03_S1-B2_1_7627;HR03_S1-B3_1_7583;HR03_S1-B4_1_7548;HR03_S1-B5_1_7542;HR03_S1-B6_1_7614;HR04_S1-B12_1_7641;HR04_S1-C1_1_7560;HR04_S1-C2_1_7576;HR04_S1-C3_1_7587;HR04_S1-C4_1_7615;HR04_S1-C5_1_7599;HR06_S1-B7_1_7622;HR06_S1-B8_1_7600;HR06_S1-B9_1_7580;HR06_S1-B10_1_7566;HR06_S1-B11_1_7649;HR07_S1-C6_1_7645;HR07_S1-C7_1_7634;HR07_S1-C8_1_7574;HR07_S1-C9_1_7604;HR07_S1-C10_1_7628;HR07_S1-C11_1_7589;HR08_S1-C12_1_7651;HR08_S1-D1_1_7537;HR08_S1-D2_1_7550;HR08_S1-D3_1_7579;HR08_S1-D4_1_7552;HR09_S1-D5_1_7643;HR09_S1-D6_1_7636;HR09_S1-D7_1_7556;HR09_S1-D8_1_7558;HR09_S1-D9_1_7572;HR09_S1-D10_1_7544;HR11_S1-D11_1_7535;HR11_S1-D12_1_7638;HR11_S1-E1_1_7592;HR11_S1-E2_1_7646;HR11_S1-E3_1_7631;HR11_S1-E4_1_7601;HR12_S1-G11_1_7625;HR12_S1-G12_1_7607;HR12_S1-H1_1_7575;HR12_S1-H2_1_7570;HR12_S1-H3_1_7613;HR12_S1-H4_1_7591;HR14_S1-E5_1_7578;HR14_S1-E6_1_7571;HR14_S1-E7_1_7633;HR14_S1-E8_1_7567;HR14_S1-E9_1_7598;HR14_S1-E10_1_7562;HR15_S1-E11_1_7527;HR15_S1-E12_1_7609;HR15_S1-F1_1_7569;HR15_S1-F2_1_7557;HR15_S1-F3_1_7529;HR15_S1-F4_1_7547;HR16_S2-A5_1_7632;HR16_S2-A6_1_7612;HR16_S2-A8_1_7573;HR16_S2-A9_1_7597;HR16_S2-A10_1_7526;HR18_S1-G5_1_7536;HR18_S1-G6_1_7530;HR18_S1-G7_1_7647;HR18_S1-G8_1_7595;HR18_S1-G9_1_7543;HR18_S1-G10_1_7565;HR20_S1-F5_1_7563;HR20_S1-F6_1_7596;HR20_S1-F7_1_7621;HR20_S1-F8_1_7582;HR20_S1-F9_1_7639;HR20_S1-F10_1_7630;HR21_S1-H5_1_7533;HR21_S1-H6_1_7624;HR21_S1-H7_1_7546;HR21_S1-H8_1_7554;HR21_S1-H9_1_7594;HR21_S1-H10_1_7534;HR22_S2-A11_1_7602;HR22_S2-A12_1_7640;HR22_S2-B1_1_7545;HR22_S2-B2_1_7637;HR22_S2-B3_1_7528;HR22_S2-B4_1_7540;HR23_S1-F11_1_7618;HR23_S1-F12_1_7588;HR23_S1-G1_1_7586;HR23_S1-G2_1_7608;HR23_S1-G3_1_7626;HR23_S1-G4_1_7532;HR24_S1-H11_1_7561;HR24_S1-H12_1_7584;HR24_S2-A1_1_7585;HR24_S2-A2_1_7648;HR24_S2-A3_1_7619;HR24_S2-A4_1_7611;HR26_S2-B5_1_7568;HR26_S2-B6_1_7555;HR26_S2-B7_1_7606;HR26_S2-B8_1_7549;HR26_S2-B9_1_7581;HR26_S2-B10_1_7617;Genes;First.Protein.Description;Protein.Group
12,5631;12,7236;12,7525;12,956;12,7553;12,4104;12,3886;12,6743;12,2682;12,4164;12,4125;12,5988;12,6028;12,5237;12,3141;12,2739;12,2224;12,3709;12,8026;12,4737;12,4489;12,6562;12,5866;12,698;12,5582;12,5987;12,6623;12,6513;12,4234;12,3034;12,3178;12,2409;12,5583;12,3082;12,1825;12,5264;12,1538;12,5535;12,3374;12,2053;12,3823;12,4361;11,8738;11,6601;12,2019;11,9381;12,6043;NaN;12,3877;12,5672;12,6701;12,6169;12,8012;12,7248;12,5118;12,5687;12,5081;12,6192;12,5;12,6641;12,5574;12,5001;12,7102;12,5709;NaN;NaN;NaN;12,1787;12,5724;12,3649;12,3335;12,3053;12,4272;12,42;12,0652;12,3512;12,6252;12,3957;12,2285;12,1374;12,3593;12,0456;12,1511;12,1229;12,2848;11,8758;12,2842;12,6233;12,4774;12,5049;12,7008;12,8039;12,6626;12,4574;12,4345;12,4239;12,5696;12,5509;12,5782;12,5297;12,444;12,3005;12,5891;12,4481;12,244;12,6679;12,3221;12,3237;12,3421;12,4104;12,1857;12,3267;12,016;12,2281;12,1325;12,3316;12,2787;NDUFA11;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11;Q86Y39
NaN;NaN;NaN;NaN;NaN;NaN;NaN;6,66156;NaN;NaN;NaN;7,67145;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7,88484;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7,90805;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6,75917;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7,41257;NaN;NaN;NaN;7,46934;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;DNAAF5;Dynein assembly factor 5, axonemal;"Q86Y56;Q86Y56-2"
12,6146;12,7155;12,6397;12,5773;12,5173;12,7803;12,5371;12,4095;12,8754;12,863;12,5906;12,7857;12,6629;12,5776;12,6514;12,4722;12,8785;12,3066;12,6318;12,7043;12,7041;12,4781;12,5429;12,6309;12,3787;12,8304;12,4468;12,5678;12,7348;12,5395;12,6457;12,6946;12,7279;12,3897;12,7913;12,397;12,8626;12,653;12,7732;12,8204;12,3946;12,4266;12,5546;12,4908;12,5761;12,5083;12,4782;NaN;12,4294;12,1715;12,6291;12,6521;12,3967;12,5798;12,5412;12,3211;12,4302;12,4551;12,362;12,6946;12,5446;12,6445;12,6219;12,6939;NaN;NaN;NaN;12,7401;12,8364;12,5192;12,4291;12,7556;12,2752;12,3597;12,6729;12,5987;12,8838;12,5941;12,6796;12,8493;12,8116;12,5415;12,5292;12,7202;12,5097;12,6377;12,67;12,6601;12,568;12,8091;12,709;12,5569;12,6816;12,174;12,0966;12,5101;12,1074;12,6025;12,5118;12,401;12,5748;12,4819;12,3808;12,2639;12,3938;12,2811;12,5932;12,4728;12,3463;12,6101;12,6208;12,4714;12,3144;12,4266;12,5278;12,288;12,4222;STX12;Syntaxin-12;Q86Y82
10,4372;10,2429;10,5001;10,6762;10,8364;11,026;11,0715;10,846;10,3944;10,7199;10,9972;10,0993;10,6945;10,8774;10,2151;10,6352;10,4002;10,5197;10,6436;10,6533;10,7787;10,4361;10,5155;10,9072;10,457;10,5046;10,6091;10,4675;NaN;10,485;10,5816;11,002;10,9012;11,1629;10,9564;10,2602;NaN;9,85969;10,0736;9,50306;10,5329;10,4072;10,5037;10,19;10,5757;10,3118;10,1086;NaN;10,2777;10,8231;10,4833;10,2196;10,8551;10,8077;10,6887;10,4961;10,6552;10,68;10,5531;9,37522;10,8686;10,1626;9,92771;10,324;NaN;NaN;NaN;9,98785;10,3114;10,5813;10,3708;10,5453;9,67555;NaN;NaN;9,85522;10,4267;10,3989;10,7709;10,8209;10,2913;10,5807;11,1477;10,6477;10,8129;11,2892;10,3668;10,3855;10,1392;10,624;9,99212;9,80066;10,8748;10,9748;10,3852;10,8256;11,1385;10,9886;10,6416;10,2639;9,99442;10,5482;10,0493;9,37763;10,3385;9,65791;10,0749;10,5359;10,49;10,1553;10,5123;10,5017;9,30899;10,7105;10,4005;10,1728;10,4084;ERO1B;ERO1-like protein beta;Q86YB8
13,6673;13,7473;13,6533;13,5683;13,6624;13,871;13,8528;13,5443;13,6748;13,5116;13,5457;13,2661;13,364;13,6352;13,2312;13,8431;13,8288;13,5436;13,6284;13,8071;13,5147;13,419;13,6346;13,2629;13,3569;13,753;13,5415;13,605;13,4649;13,6683;13,7554;13,658;13,4726;13,6568;13,1191;12,9757;13,8761;13,3572;13,8699;13,9106;13,2534;13,2916;12,8269;13,4884;13,3628;13,1509;13,3545;NaN;13,3499;12,7819;13,0486;12,9534;13,1055;13,3235;13,5368;13,5872;13,3441;13,8298;13,5488;13,8205;13,5058;13,5922;13,4352;13,3384;NaN;NaN;NaN;13,4078;13,4142;13,1038;13,5084;13,4679;13,3186;13,3698;13,4958;13,503;13,1881;13,5133;13,2173;13,6332;13,5158;13,5655;13,5685;13,5707;13,3777;13,4859;13,2185;13,5348;13,3322;13,8849;13,3988;13,5844;13,4584;12,7317;12,9006;13,0806;12,6897;12,9963;13,0068;13,8938;13,933;14,005;13,9139;13,9225;13,9947;13,9655;13,2666;12,8053;13,2638;13,5004;13,2178;13,4976;13,5256;13,3884;13,4637;13,5416;13,226;TDRP;Testis development-related protein;Q86YL5
11,3741;11,4977;11,7546;11,2799;11,561;11,472;11,2647;11,1875;10,8239;11,4703;11,1063;11,6818;11,3196;11,7643;11,8685;11,64;11,7933;11,5511;11,3512;11,5529;11,6179;12,023;11,6964;11,6442;11,6874;11,8237;11,475;11,4859;11,2136;11,5955;11,4892;11,6244;11,1861;11,3659;11,4583;11,6054;11,7295;11,2269;11,518;11,4601;11,1859;11,2883;11,2841;11,624;11,4807;11,6971;11,5173;NaN;11,4854;11,8176;11,5379;11,4575;11,5461;11,3591;11,4943;11,5548;11,1393;11,2468;11,7421;11,6157;11,9161;11,4566;11,677;11,5241;NaN;NaN;NaN;11,2084;11,2268;11,2929;11,7035;11,5304;11,4281;11,3514;11,5561;11,4748;11,1855;11,4319;11,1768;11,3315;11,5514;11,626;11,7982;11,6829;11,7457;11,576;11,9301;11,2008;11,4815;11,5526;11,7168;11,7105;11,578;11,6607;11,9119;11,4852;11,3572;11,4161;11,2839;11,573;11,1831;11,1418;11,8324;11,25;10,6149;11,3298;11,312;11,7428;11,7632;11,4468;11,3569;11,4799;10,8192;11,0872;10,912;11,9952;11,2661;C2CD5;Isoform 3 of C2 domain-containing protein 5;Q86YS7-3
10,0625;9,38299;9,75711;9,33499;9,68485;10,0307;9,84906;9,99155;9,74649;9,35484;9,85087;10,1219;8,47723;9,67145;8,43484;8,6985;NaN;NaN;9,64623;9,89367;9,5773;NaN;9,74243;NaN;10,1582;9,57792;10,0516;9,44863;NaN;9,73936;10,0694;NaN;9,57694;9,79914;9,02839;9,57419;NaN;10,112;NaN;9,72176;9,74189;NaN;10,3383;NaN;NaN;9,28882;9,60897;NaN;9,35098;NaN;9,16946;9,39146;9,81941;9,35687;9,80402;9,32757;9,71548;NaN;9,89097;10,2065;9,79313;9,71582;9,75306;9,73831;NaN;NaN;NaN;9,31325;9,74101;NaN;9,93807;9,26403;10,548;10,1008;10,0113;9,51589;9,94021;9,72857;9,79767;10,0093;9,85333;9,47021;9,82105;9,64299;9,67984;10,1594;10,15;9,59482;9,86063;NaN;9,3828;9,3498;9,33181;NaN;NaN;9,22328;9,97887;NaN;9,65037;9,87629;9,60606;9,95373;10,1099;9,89911;9,5809;NaN;10,0449;10,004;9,68996;9,3506;9,94632;NaN;9,5524;9,45146;9,69763;9,38954;9,51285;MIB1;E3 ubiquitin-protein ligase MIB1;Q86YT6
9,94314;11,4246;10,6853;10,3964;11,0808;9,77041;10,9535;11,7446;9,73714;NaN;10,8436;10,8131;11,1408;10,8426;NaN;NaN;10,4653;10,9134;11,339;10,2681;11,9469;11,1251;10,558;10,8806;10,6247;NaN;11,4061;11,1392;NaN;10,0959;10,5126;NaN;10,5138;10,2078;10,1458;10,6069;9,87616;10,7807;9,21337;NaN;10,4915;10,4382;10,7617;9,78578;10,7764;10,2453;NaN;NaN;10,0015;10,3764;10,9395;10,3075;10,7266;11,2173;11,048;NaN;11,118;10,9985;10,6785;NaN;10,4435;9,99312;10,966;9,91502;NaN;NaN;NaN;NaN;10,617;10,6054;10,6177;11,093;9,07273;10,0352;NaN;NaN;10,9953;9,97355;NaN;NaN;9,72285;9,76671;11,432;10,7988;11,054;10,9508;10,796;9,92294;10,4026;9,84178;10,1173;9,97444;9,62319;11,1394;10,6522;NaN;10,8221;10,0937;10,7223;10,4912;10,4881;10,9767;NaN;9,8932;10,1794;9,26373;10,8385;10,5543;10,65;9,54301;10,6039;11,0106;9,71025;NaN;10,0643;9,64908;10,9609;RASAL3;RAS protein activator like-3;Q86YV0
16,6227;16,6741;16,6351;16,7491;16,9409;16,6618;16,732;16,6097;16,5738;16,6886;16,5903;16,6499;16,7287;16,7262;16,4785;16,5207;16,5509;16,4746;16,722;16,6252;16,6554;16,5047;16,5525;16,586;16,327;16,9228;16,625;16,6831;16,4117;16,4558;16,4256;16,4438;16,5897;16,4615;16,5616;16,5189;16,4121;16,4302;16,292;16,4284;16,7345;16,5574;16,5213;16,3541;16,676;16,6373;16,6898;NaN;16,5292;16,2576;16,5218;16,553;16,4567;16,687;16,566;15,9202;16,5096;16,4493;16,5748;16,6401;16,7142;16,5452;16,6671;16,6999;NaN;NaN;NaN;16,5466;16,5866;16,559;16,6174;16,6104;16,6216;16,4723;16,4857;16,1621;16,5321;16,5126;16,487;16,5462;16,5836;16,3014;16,4594;16,5542;16,5448;16,4926;16,6236;16,7295;16,8202;16,6923;16,7342;16,6374;16,7869;16,3952;16,5442;16,5931;16,6112;16,6029;16,6594;16,2607;16,3418;16,5617;16,0418;16,3422;16,0004;16,36;16,7078;16,7582;16,7038;16,6313;16,5967;16,1742;16,1919;16,3928;16,4011;15,8605;16,4892;TREML1;Trem-like transcript 1 protein;Q86YW5
11,6862;11,4219;11,0824;11,6689;11,1665;11,3175;11,0597;11,9198;NaN;11,5753;11,863;11,1511;11,2343;NaN;10,9726;11,5955;NaN;11,48;11,13;NaN;11,0979;11,143;11,2902;NaN;NaN;9,85394;10,4446;9,96147;10,8731;11,2631;11,6128;11,2396;11,0934;11,4132;NaN;NaN;11,7727;10,9113;11,7155;11,3922;10,7909;11,5848;NaN;11,3421;NaN;11,398;NaN;NaN;11,004;10,8503;10,7133;NaN;NaN;NaN;10,8931;10,9776;11,0664;11,2424;11,3018;11,6171;11,0248;11,8704;11,4745;11,3947;NaN;NaN;NaN;10,7933;11,0668;NaN;11,1613;11,2952;11,2587;11,0619;NaN;11,5846;10,5393;11,3065;11,0796;11,3315;10,7551;11,5173;11,7567;11,1045;11,2856;11,095;NaN;11,3406;11,2939;11,4119;NaN;NaN;10,6296;10,6073;10,4533;NaN;NaN;11,3445;11,1652;NaN;11,869;11,6932;11,8438;11,6749;11,377;11,8712;11,6216;11,2949;11,5337;11,657;11,3786;11,5869;11,653;11,4917;NaN;11,6672;11,1199;TREML1;Isoform 2 of Trem-like transcript 1 protein;Q86YW5-2
NaN;NaN;13,1085;NaN;10,0163;NaN;NaN;NaN;8,35012;NaN;8,66394;NaN;NaN;9,13954;10,4238;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,4635;NaN;10,7008;11,9718;9,82861;NaN;NaN;10,6927;NaN;11,2567;10,3177;NaN;NaN;NaN;NaN;NaN;NaN;12,0386;11,1714;NaN;NaN;NaN;NaN;12,7565;11,3308;NaN;NaN;NaN;NaN;NaN;NaN;10,196;10,3805;11,5282;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,6049;10,351;NaN;10,0767;NaN;NaN;9,32272;NaN;NaN;NaN;12,1307;NaN;NaN;NaN;10,6869;9,20445;NaN;NaN;9,6957;NaN;9,62094;NaN;11,7438;NaN;9,85087;NaN;12,0837;NaN;NaN;11,8293;10,5313;10,6337;NaN;NaN;NaN;11,1467;10,3312;9,31811;11,1364;NaN;NaN;10,4118;11,3958;11,275;NaN;NaN;NaN;11,0909;NaN;NaN;NaN;NaN;NaN;HRNR;Hornerin;Q86YZ3
9,24627;9,60245;9,90887;9,62481;9,35568;8,93786;10,6475;10,9002;10,3336;10,1262;10,7202;10,7053;NaN;9,52323;NaN;8,96918;9,49481;9,66928;9,92167;9,89482;NaN;10,1153;9,76031;9,81988;10,1794;10,5874;NaN;10,0448;10,5878;9,97362;10,2344;9,92234;10,2144;9,76714;9,90193;10,071;9,72493;10,1626;9,49954;9,87036;9,80761;9,8114;10,945;10,1187;9,60664;9,27521;9,57988;NaN;10,355;10,1402;9,66992;10,0475;10,5332;9,86092;9,77768;9,79649;10,1316;10,3805;9,50073;9,01224;9,73889;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,99685;10,047;9,92089;9,68212;NaN;NaN;9,96708;NaN;10,0525;9,36886;NaN;8,94681;NaN;9,94549;9,89245;10,2273;9,98604;9,83403;10,2339;9,82332;10,6514;10,1567;9,97931;9,32067;10,1111;9,79206;9,60447;NaN;10,0793;9,32005;NaN;10,1234;9,16874;9,348;9,88199;9,51744;9,15134;10,2563;10,5598;10,9225;10,737;10,6612;10,8733;10,5932;9,6931;11,0604;10,8216;10,3639;10,8578;TMC8;Transmembrane channel-like protein 8;"Q8IU68;Q8IU68-2"
10,9656;11,6105;11,7602;11,7019;11,827;11,6719;11,6619;11,7603;11,4705;12,0575;11,7912;11,8467;11,6759;12,0508;11,3721;11,6602;11,8323;11,7419;11,4129;11,3381;11,5563;11,2214;11,6871;11,6099;11,6877;11,624;11,7089;11,6428;11,2723;11,8927;11,8415;11,8672;11,908;12,163;12,0419;11,5014;11,6009;11,5969;11,5729;11,4305;11,6428;12,0537;11,5689;11,5552;11,7405;11,7545;11,7248;NaN;11,517;11,2277;11,8;11,7583;11,5471;11,7063;11,6997;11,2713;11,8938;11,8725;11,7794;11,8662;11,8711;11,7276;11,8629;11,6456;NaN;NaN;NaN;11,5043;11,8335;11,445;11,4756;11,8094;11,5765;11,8507;11,284;11,0622;11,5771;12,0893;11,7855;11,8069;11,6303;11,3619;11,8408;11,8809;11,8062;12,0642;12,037;11,9651;12,1051;11,7455;11,8274;11,6221;11,4871;11,1927;11,4685;11,278;11,4764;11,663;11,2749;11,3261;11,6301;11,8268;11,5657;11,792;11,5397;11,6451;11,9626;11,7;12,0075;12,1635;11,8804;11,6617;11,8083;11,7296;11,4147;11,6776;11,6809;ERC1;ELKS/Rab6-interacting/CAST family member 1;Q8IUD2
14,146;14,2257;14,2261;14,1935;14,3779;14,1277;14,0579;13,8777;13,6629;14,1574;14,1185;14,3214;14,2469;14,1044;14,0536;13,6917;14,0309;14,1277;14,1758;13,8905;14,2318;14,0742;14,1732;14,121;14,1142;14,0941;14,0643;14,1929;13,9902;14,3558;14,2687;14,1698;14,3582;14,2759;14,3465;14,3285;14,0095;14,1534;14,1027;14,0909;14,2435;14,1953;14,0244;14,101;14,19;14,1359;14,1308;NaN;14,1678;14,0834;14,1537;14,1012;14,1897;14,3771;14,0757;13,7312;14,1265;14,0566;14,322;14,3485;14,4491;14,112;14,4111;14,2814;15,0947;15,1134;NaN;13,9508;14,1005;14,0366;14,2896;14,282;14,2114;14,3146;14,0478;13,349;14,0999;14,1913;14,2673;14,0049;14,2608;13,8834;14,3459;14,3884;14,276;14,3997;14,38;14,0911;14,1887;14,1097;14,1494;14,2174;14,0436;13,9613;13,8688;13,9771;13,8197;13,9149;13,9818;14,4103;14,2648;14,2612;14,1778;14,1523;13,897;13,8857;14,067;14,2014;14,2533;14,2499;14,1899;14,0696;13,898;14,2941;13,9216;13,7469;14,2544;CRLF3;Cytokine receptor-like factor 3;Q8IUI8
14,1217;14,0384;14,2889;14,1057;13,7912;14,2287;14,181;13,849;14,1266;14,5453;14,2857;14,6441;14,3802;14,1755;15,0367;14,2195;14,6318;14,8505;14,0713;13,4802;14,0293;14,3815;14,4551;14,3502;14,8911;14,5052;14,9479;14,7142;14,948;14,3625;14,4179;14,4029;14,4125;14,2427;14,385;14,505;14,1609;14,1505;13,8016;13,8378;14,681;14,5121;15,2037;14,5214;14,4483;14,7747;14,9299;14,849;14,6189;15,057;14,5575;14,8652;14,9698;14,5647;14,7733;14,4585;15,0121;14,5621;14,5556;14,3748;14,2932;14,1715;14,5034;14,6624;14,9572;14,9876;15,0152;14,9506;14,7854;15,0085;14,3546;14,551;14,5082;14,4003;14,6221;13,5879;14,9275;13,8978;14,467;14,0782;14,4586;14,4859;14,4971;14,5845;14,6418;14,6569;14,8704;14,4173;14,1606;14,5189;14,7136;14,5195;14,769;14,6429;14,5552;14,2718;14,1339;14,1789;14,2447;14,0495;13,7971;13,9429;13,9007;13,5947;13,7583;14,2994;14,1483;14,4519;14,6731;14,1402;14,8029;14,6988;14,0948;14,5246;14,0748;13,945;14,4387;PLXDC1;Plexin domain-containing protein 1;Q8IUK5
9,68993;9,54318;NaN;8,69042;9,38228;NaN;10,0415;9,63296;9,17602;10,488;10,1613;10,2994;10,145;9,76568;10,731;9,87253;9,8463;10,1942;NaN;9,01214;9,79005;10,1235;9,60152;10,2905;9,39271;NaN;9,87128;9,80497;9,52162;10,1594;10,37;10,2546;10,0233;10,518;10,2865;9,66969;9,72604;10,2059;9,34492;8,67306;10,4698;9,92072;11,1014;10,128;10,1934;10,6025;10,854;10,0892;10,3815;10,4569;9,89009;10,2401;9,41055;10,1289;10,2034;9,24588;10,323;10,1093;10,4091;9,91864;9,94233;10,1402;10,3648;10,6419;10,8155;10,0115;10,4296;10,8933;10,5344;10,8686;10,6133;11,057;10,6815;10,2998;10,7529;9,06552;11,0719;9,36478;10,1451;9,98082;10,7055;10,3361;9,71172;10,3873;10,6839;10,5102;10,3978;10,1198;10,181;10,2444;10,3964;10,4939;10,7098;9,28968;NaN;8,88142;NaN;NaN;9,50832;9,53955;9,30097;9,91621;9,26544;8,76866;9,30942;9,40431;9,74363;10,4928;10,109;9,72223;10,589;10,1545;9,286;9,519;9,98863;9,34836;9,48344;CILP2;Cartilage intermediate layer protein 2;Q8IUL8
NaN;9,66312;9,28856;9,37715;9,27562;NaN;9,51563;8,81982;NaN;8,88151;9,03973;9,50679;9,20312;8,78834;NaN;NaN;8,93644;NaN;9,46581;8,63453;NaN;9,52779;9,02343;9,52345;NaN;9,44379;8,62937;NaN;9,48429;9,47821;9,1938;9,06352;9,7913;NaN;9,26507;9,54984;7,26234;NaN;8,93591;9,40535;9,38563;NaN;9,85018;NaN;NaN;8,30789;NaN;NaN;9,29647;NaN;9,0072;9,18552;NaN;9,00792;NaN;NaN;NaN;NaN;8,39294;8,09188;9,06744;8,84597;8,50436;9,3642;NaN;NaN;NaN;9,10886;9,46732;NaN;8,67864;8,3264;9,2396;9,41111;NaN;10,0936;NaN;9,22432;NaN;8,53838;9,35724;NaN;NaN;9,00101;NaN;8,40658;9,31432;NaN;8,381;8,37716;9,57217;9,00627;9,63659;NaN;NaN;8,2762;9,00176;9,78832;9,2779;8,88392;8,75629;NaN;NaN;8,54403;9,67995;NaN;8,74948;9,05908;NaN;NaN;9,27975;NaN;9,79348;NaN;NaN;NaN;NaN;TRAPPC5;Trafficking protein particle complex subunit 5;Q8IUR0
12,2436;12,4487;12,5053;12,5981;12,7492;12,4345;12,0485;12,0885;12,25;12,2254;12,0844;12,498;12,8514;12,643;12,8;12,4662;12,5807;12,7695;12,5237;11,9104;12,634;12,602;12,3277;12,6864;12,3819;12,6109;12,6408;12,4879;12,6067;12,6038;12,651;12,4344;12,7306;12,6767;12,6932;12,7864;12,6837;12,6728;12,7591;12,4574;12,9276;12,4853;12,5757;12,5293;12,5208;12,7171;12,5983;NaN;12,6826;13,1078;12,4972;12,5201;12,7923;12,6025;12,77;12,6256;12,7025;12,6346;12,511;12,4183;12,6058;12,4977;12,655;12,6579;NaN;NaN;NaN;12,6432;12,6679;12,6353;12,8927;12,7419;12,8431;12,7887;12,5609;12,8222;12,8872;12,5887;12,7983;12,5373;12,5581;12,637;12,3375;12,5311;12,526;12,6588;12,7591;12,4274;12,5582;12,4313;12,76;12,7981;12,618;12,8124;12,7387;12,9658;12,6454;12,6897;12,6207;12,8054;12,3892;12,6758;12,3588;12,3283;11,9317;12,5903;12,4553;12,6776;12,6582;12,342;12,7441;12,7036;12,5317;12,8176;12,7621;12,7843;12,579;ARMC8;Armadillo repeat-containing protein 8;"Q8IUR7;Q8IUR7-2"
10,9875;11,2095;11,0005;11,0158;10,9831;10,7572;10,1955;10,4341;9,78574;10,6577;10,4817;10,929;10,8018;10,4307;11,0524;10,3041;11,1138;11,0372;11,1923;10,0613;10,989;11,2674;11,2738;11,3529;11,1079;11,1805;11,3396;11,2176;10,9383;10,8109;10,9393;10,9391;11,184;10,7963;11,1408;10,4938;10,2427;10,3313;9,71783;10,0085;11,2076;10,899;11,1698;10,7898;10,5976;10,9831;11,4929;12,2551;11,0432;11,2822;11,2193;11,0179;11,1804;10,7692;10,3114;10,5745;11,1879;10,6159;10,3087;10,798;10,2988;10,0782;10,552;10,7216;12,252;12,5621;11,9823;11,276;11,8297;11,2448;10,9547;11,287;10,8205;11,0055;11,0711;9,97114;11,6096;10,1324;10,339;10,3499;10,2992;11,0053;10,838;10,8257;11,0292;11,2811;11,5177;11,0376;10,1496;11,3718;11,4918;11,3015;11,3097;11,2903;11,182;10,718;10,898;10,9454;10,7005;10,5207;10,0515;10,4277;10,533;10,3681;10,2884;11,0429;10,0309;10,484;10,6833;9,96714;10,7996;11,403;10,7588;11,1167;11,0641;10,9359;11,0474;AEBP1;Adipocyte enhancer-binding protein 1;Q8IUX7
10,5462;10,1702;10,6366;10,4998;10,3297;10,2645;10,502;10,75;10,1726;10,1652;10,1828;8,9899;9,54881;10,061;NaN;9,71047;9,42927;9,78416;10,4953;9,93148;9,9133;9,29282;9,3166;9,87891;NaN;9,72912;NaN;8,94156;NaN;10,1457;9,95566;9,67464;10,0265;10,2297;9,41981;9,75939;9,94995;10,6675;10,3102;9,77426;9,59276;10,4225;NaN;10,1804;9,89232;10,2466;NaN;NaN;NaN;9,16061;9,28161;NaN;10,2068;10,4493;10,2675;NaN;NaN;10,0155;10,0429;9,62397;10,324;9,83173;9,72328;9,76456;NaN;NaN;NaN;10,5656;9,95642;9,82478;9,90715;10,1664;9,38763;9,95159;9,8096;10,6002;9,96918;10,2003;10,0239;10,5931;10,6123;10,0307;10,5772;10,0813;9,88033;10,4222;NaN;9,88124;10,3318;9,98354;10,08;9,90954;11,2609;9,58237;9,91443;9,94589;9,35215;10,3904;NaN;10,0377;10,3899;10,0491;10,1971;10,5702;10,2503;10,0611;10,7819;10,1219;10,4225;10,5013;10,1046;10,2743;10,4697;10,3179;10,1347;11,0449;10,1774;ANKMY2;Ankyrin repeat and MYND domain-containing protein 2;Q8IV38
